Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Predicted CO2 Emissions
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248,248.26091843759932
CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,257,254.9158148550488
CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,247.3741815423251
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,241.21526509068784
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,306.29565457622454
DODGE,CHALLENGER,MID-SIZE,6.25,8,M6,Z,16.7,10.4,13.9,20,325,324.7257154278765
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,287.35375322133353
DODGE,CHALLENGER (MDS),MID-SIZE,6.25,8,A8,Z,15.6,9.6,12.9,22,302,301.1395743969886
DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,257.3441864758302
DODGE,CHALLENGER SRT,MID-SIZE,6.25,8,M6,Z,16.7,10.4,13.9,20,325,324.7257154278765
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.25,8,A8,Z,15.6,9.6,12.9,22,302,301.1395743969886
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,338.65190492967326
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,351.8581522690463
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271,270.7225540713102
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,241.34411131782414
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302,301.1061389715983
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,287.94422283558566
DODGE,CHARGER (MDS),FULL-SIZE,6.25,8,A8,Z,15.6,9.6,12.9,22,302,301.49136105405
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,257.8380699150996
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,257.8380699150996
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248,248.26091843759932
DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,X,16.0,10.1,13.3,21,312,311.2396506248515
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.25,8,A8,Z,15.6,9.6,12.9,22,302,301.49136105405
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,338.6989197616927
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,264.5690334267967
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14.0,20,328,324.05930007001353
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,275.40461045013325
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274,271.66327174658556
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,260.3345714264038
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,282.3400771558848
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274,270.52909269543113
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10.0,12.4,23,292,291.54474314101867
DODGE,VIPER,TWO-SEATER,6.25,9,M6,Z,19.9,12.6,16.6,17,387,387.55402590818755
FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8.0,35,187,187.00419510131007
FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185,184.7374231980103
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8.0,35,186,185.1073632971486
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,8.0,6.5,7.3,39,171,170.7018378498232
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8.0,35,186,185.1073632971486
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.7,6.1,7.0,40,163,163.0508361130192
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,202.4522181608759
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186,184.11551451128443
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202,202.4522181608759
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,7.1,7.9,36,186,184.11551451128443
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,219.98189621900755
FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,7.1,8.4,34,197,196.11535476424407
FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.7,7.7,9.3,30,219,218.1455400930373
FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11.0,8.0,9.7,29,226,225.99015159656489
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,5.7,6.2,5.9,47,138,138.46237024792956
FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,8.0,9.9,29,233,231.91965196223637
FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,X,11.3,8.0,9.8,29,230,228.4850832430066
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270,266.97773753975633
FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,X,11.9,8.6,10.4,27,244,242.12558366588686
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.8,9.8,12.0,24,281,279.14316534312775
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.9,10.0,12.1,23,284,282.29549444941824
FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214,213.49663281191278
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.6,8.0,9.5,30,222,220.4195117201648
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229,227.11497432436528
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,E,15.2,10.8,13.3,21,219,217.2894011290997
FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226,224.8855722003443
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.5,8.7,10.2,28,239,239.27777733744816
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20,333,330.5555735325284
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.2,14.3,20,337,335.64668726058653
FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.6,10.8,26,254,252.54711545812557
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.7,12.0,24,281,279.3413424133869
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,12.9,16.1,18,264,262.2892813127992
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.3,25,266,265.32368670982976
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305,304.3492266282653
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.4,10.5,12.6,22,296,294.86052948708124
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.6,14.2,17.2,16,284,282.2053653421791
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.3,10.9,26,256,254.86700710919675
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.4,9.8,11.2,25,263,261.7790673094028
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.6,24,272,272.11001078189975
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.7,9.5,11.3,25,264,262.0213998356627
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.0,10.2,11.7,24,274,273.6696370628709
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,290,289.91990111944256
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.2,9.7,11.6,24,272,272.5150027164865
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,E,17.9,13.2,15.8,18,258,260.60105665464573
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.4,10.6,13.2,21,310,310.1859055436743
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.5,14.249999999999998,17.7,16,291,292.1978492014438
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,11.8,14.5,19,340,339.0013631659987
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,20.5,14.249999999999998,17.7,16,291,292.1978492014438
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,10.2,11.8,24,276,276.0676948149517
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293,290.73722365697853
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,23,288,286.7362676445097
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.3,12.1,23,284,281.70402073254724
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288,286.40413746204973
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.0,11.0,12.7,22,298,296.06790722855254
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,293,290.2194712048131
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,E,19.0,14.249999999999998,16.9,17,281,274.01375336982426
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,15.9,11.3,13.8,20,323,321.6290578075392
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.35,14.249999999999998,18.15,15,305,316.186704633401
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.0,11.8,14.1,20,330,330.1813058945687
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.35,14.249999999999998,18.15,15,306,316.186704633401
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,X,16.8,12.4,14.8,19,347,345.64776748420513
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.35,14.249999999999998,18.15,14,326,316.186704633401
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339,338.18375307693975
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.6,6.4,7.6,37,178,177.5744070265108
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.7,7.8,36,182,181.02475411718288
FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,7.6,5.7,6.8,42,158,157.72367815157085
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,9.0,7.1,8.2,34,192,190.40493287285415
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298,296.76771977271824
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303,302.7686851651985
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321,321.5355679052533
FORD,FOCUS (Start/Stop),COMPACT,1.0,3,AS6,X,8.5,6.2,7.5,38,176,174.639558384202
FORD,FOCUS (Start/Stop),COMPACT,1.0,3,M6,X,7.9,5.9,7.0,40,164,163.43378125260156
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,9.1,6.4,7.9,36,185,184.42609423184706
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,E,12.2,8.8,10.6,27,177,174.00501507671322
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,9.2,6.6,8.0,35,189,187.58863509597734
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,12.4,9.1,10.9,26,182,175.253309828258
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.5,7.0,8.3,34,195,194.25063965526653
FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,12.9,9.5,11.4,25,188,183.33453353649566
FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.2,9.4,10.9,26,256,254.17623328455122
FORD,FOCUS ST,MID-SIZE,2.0,4,M6,X,10.5,7.8,9.3,30,219,216.5851511081881
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.0,7.0,8.7,32,204,203.34554518588394
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.6,29,225,223.44470009207203
FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.5,9.6,29,224,223.09368906406146
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,11.8,8.1,10.1,28,238,235.45097988261176
FORD,FUSION AWD,MID-SIZE,2.7,6,AS6,X,13.5,9.0,11.5,25,270,267.47312565126236
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,5.5,5.7,5.6,47,131,131.371451456467
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.6,13.2,17.3,16,406,402.4500734779926
FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11.0,7.9,9.6,29,226,223.58430709854778
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239,238.11911228730895
FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.2,7.8,9.8,29,230,227.12449162887003
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.2,8.4,9.8,29,230,231.41936036639822
FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,X,12.8,8.9,11.1,25,259,256.3589624025158
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.8,8.8,11.5,25,271,268.0339354381646
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,X,15.6,9.6,12.9,22,303,302.185228412227
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,15.8,9.8,13.1,22,307,306.70648473348257
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20,324,322.0792620169019
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239,238.11911228730895
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.2,8.7,10.1,28,237,235.46432560485394
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,X,15.5,10.3,13.2,21,309,308.27095443824317
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20,324,322.0792620169019
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341,340.12255647896615
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.6,19,344,342.1482789871798
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.7,13.0,15.1,19,354,349.7092416367138
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,21.35,14.249999999999998,18.15,14,343,335.3179520234668
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,11.8,8.1,10.1,28,238,235.41535451125105
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,25,260,259.59353937487236
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.7,15.0,19,249,248.30961517945397
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,291.9532486745226
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291,289.41689995047653
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.4,16.3,17,271,269.2978904918612
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27,244,244.51118408694418
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.1,11.9,14.2,20,234,232.84259999357369
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.8,10.8,26,253,252.54545539296305
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.1,14.7,19,242,239.75095216493753
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,14.3,9.5,12.1,23,286,281.8212698122773
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,17.2,10.5,14.2,20,332,331.0655030748713
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279,278.6252893043686
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306,304.5160486652715
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.0,9.2,10.2,28,239,238.01728648112532
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,13.0,9.3,11.3,25,265,265.17494120481297
GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243,241.53843602068008
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,13.3,9.5,11.6,24,271,269.9401570384819
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.0,9.2,10.7,26,252,250.23978880983825
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254,253.44864006714167
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255,255.26801792792122
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274,273.40232445340285
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263,263.20528995605605
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,27,280,279.6709688386233
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,285.25953566357254
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.35,14.249999999999998,18.15,15,408,407.99882794302084
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.35,14.249999999999998,18.15,15,408,407.99882794302084
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,297,296.1357185827489
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309,308.6645118586719
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323,322.4399015328763
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.9,24,279,277.43504877423214
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.249999999999998,17.1,17,284,282.12215763401707
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298,296.1357185827489
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284,283.17304259323697
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,306.5621208907436
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327,324.4190862098134
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330,329.5541221173914
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,291.9124492891055
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,14.249999999999998,18.0,16,294,293.799562773619
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307,306.5621208907436
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.249999999999998,17.9,16,317,306.04245972392516
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,303,303.5816881906349
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221,219.95750194646735
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221,219.95750194646735
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,11.0,13.6,21,223,221.03194065496186
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285,282.5703134002207
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,234.60208112696438
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,15.0,10.4,13.0,22,304,303.4370873604483
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,304.4990654026158
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,304.4990654026158
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,283.4412831331552
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,309.8221517568874
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310,309.8221517568874
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.249999999999998,18.0,16,299,299.21082118572053
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330,329.7227245547587
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,304.4990654026158
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305,304.4990654026158
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284,283.4412831331552
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,311.27954946443293
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312,311.27954946443293
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.35,14.249999999999998,18.15,15,317,307.93009835390853
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.3,11.7,14.2,20,333,331.7515818514808
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.2,6.9,8.2,34,190,189.95540288366922
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.4,7.4,9.0,31,210,210.57704880733263
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.4,9.6,29,225,222.30120066141924
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254,253.68599921806833
HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.7,6.6,7.8,36,180,181.15700421089926
HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.4,7.2,9.5,30,223,221.22704252842595
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,4.9,5.1,5.0,47,114,115.48403759883908
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,X,7.5,5.9,6.8,42,158,157.99774585549983
HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,7.7,5.7,6.8,42,159,158.17700482905408
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,7.8,6.0,7.0,40,163,162.8933040666008
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,8.5,6.1,7.4,38,173,172.68722617814615
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153,152.88380490244185
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,6.0,7.0,40,163,162.8318719511731
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.5,6.0,7.4,38,172,171.8712424083325
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6.0,6.9,41,162,161.37213118991744
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170,170.22030748414454
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170,170.17075301542312
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167,167.76053530115018
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167,167.76920196781685
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181,181.3424487753908
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188,187.27513700973685
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.9,6.5,43,154,151.1743522447625
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.4,7.0,40,164,163.77666902125773
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,173.8322161868457
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.3,6.9,7.7,37,180,178.8498386029073
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,8.3,6.9,7.7,37,180,178.8498386029073
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,34,195,195.62072667985638
